Cod_setor,lider_masculino,lider_feminino,porcentagem_lideres_femininos
130190205000084,68,41,37.61467889908257
130190205000085,113,115,50.43859649122807
130190205000086,12,21,63.63636363636363
130190205000087,20,17,45.94594594594595
130190205000088,59,133,69.27083333333334
130190205000089,81,57,41.30434782608695
130190205000090,124,95,43.37899543378995
130190205000091,102,34,25
130190205000092,89,179,66.7910447761194
130190205000093,85,175,67.3076923076923
130190205000094,109,78,41.711229946524064
130190205000095,67,42,38.53211009174312
130190205000096,40,81,66.94214876033058
130190205000097,87,74,45.962732919254655
130190205000098,13,5,27.77777777777778
130190205000099,18,51,73.91304347826086
130190205000100,34,44,56.41025641025641
130190205000101,44,112,71.7948717948718
130190205000102,3,10,76.92307692307693
130190205000103,21,30,58.82352941176471
130190205000104,2,15,88.23529411764706
130190205000105,26,32,55.172413793103445
130190205000106,11,10,47.61904761904761
130190205000107,44,24,35.294117647058826
130190205000108,48,42,46.666666666666664
130190205000109,32,18,36
130190205000110,23,15,39.473684210526315
130190205000111,46,27,36.986301369863014
130190205000112,76,84,52.5
130190210000001,12,28,70
130190210000002,174,19,9.844559585492227
130190210000003,161,45,21.844660194174757
130190210000004,80,57,41.605839416058394
130190210000005,138,32,18.823529411764707
130190210000006,74,19,20.43010752688172
130190210000007,108,34,23.943661971830984
130190210000008,23,7,23.333333333333332
130190210000009,51,59,53.63636363636364
130190210000010,140,14,9.090909090909092
130190210000011,184,19,9.35960591133005
130190210000012,216,30,12.195121951219512
130190210000013,21,2,8.695652173913043
130190210000014,27,0,0
130190210000015,108,88,44.89795918367347
130190210000016,38,17,30.909090909090907
130190210000017,40,30,42.857142857142854
130190210000018,102,80,43.956043956043956
130190210000019,168,50,22.93577981651376
130190210000020,53,9,14.516129032258066
130190210000021,44,13,22.807017543859647
130190210000022,141,14,9.032258064516128
130190210000023,83,96,53.63128491620112
130190210000024,268,49,15.457413249211358
130190210000025,123,31,20.12987012987013
130190210000026,154,27,14.917127071823206
130190210000027,50,17,25.37313432835821
130190210000028,103,28,21.374045801526716
130190210000029,18,5,21.73913043478261
130195105000001,124,32,20.51282051282051
130195105000002,231,64,21.694915254237287
130195105000003,110,9,7.563025210084033
130195105000004,83,59,41.54929577464789
130195105000005,27,34,55.73770491803278
130195105000006,75,3,3.8461538461538463
130195105000007,94,8,7.8431372549019605
130195105000009,31,5,13.88888888888889
130195105000015,92,158,63.2
130195105000016,67,137,67.15686274509804
130195105000018,7,2,22.22222222222222
130195105000019,9,0,0
130195105000022,46,2,4.166666666666666
130195105000023,33,1,2.941176470588235
130195105000025,26,1,3.7037037037037033
130200905000001,52,18,25.71428571428571
130200905000002,110,132,54.54545454545454
130200905000003,110,54,32.926829268292686
130200905000004,105,45,30
130200905000005,50,31,38.2716049382716
130200905000006,150,33,18.0327868852459
130200905000007,84,14,14.285714285714285
130200905000008,41,14,25.454545454545453
130200905000009,7,1,12.5
130200905000012,0,0,NaN
130200905000013,0,0,NaN
130200905000014,19,7,26.923076923076923
130200905000015,42,3,6.666666666666667
130200905000016,68,46,40.35087719298245
130200905000017,72,78,52
130200905000018,96,54,36
130200905000019,80,41,33.88429752066116
130200905000020,71,32,31.06796116504854
130210805000001,30,53,63.85542168674698
130210805000002,179,51,22.17391304347826
130210805000003,179,87,32.70676691729324
130210805000004,8,0,0
130210805000006,0,0,NaN
130210805000007,5,3,37.5
130210805000010,8,0,0
130210805000011,51,20,28.169014084507044
130210805000012,16,1,5.88235294117647
130210805000014,86,18,17.307692307692307
130210805000016,68,41,37.61467889908257
130210805000018,32,1,3.0303030303030303
130210805000024,9,0,0
130210805000025,10,0,0
130210805000026,15,2,11.76470588235294
130210805000027,8,1,11.11111111111111
130210805000028,11,0,0
130210805000034,44,0,0
130210805000035,19,1,5
130210805000036,9,2,18.181818181818183
130210805000040,6,0,0
130210805000041,22,3,12
130210805000042,6,0,0
130210805000045,14,0,0
130210805000046,0,0,NaN
130210805000048,18,0,0
130210805000049,11,1,8.333333333333332
130210805000050,28,0,0
130210805000051,8,0,0
130210805000052,67,5,6.944444444444445
130220705000001,174,107,38.07829181494662
130220705000002,206,135,39.589442815249264
130220705000003,29,3,9.375
130220705000005,23,3,11.538461538461538
130220705000006,9,5,35.714285714285715
130220705000007,15,2,11.76470588235294
130220705000010,93,14,13.084112149532709
130220705000011,44,21,32.30769230769231
130220705000012,69,36,34.285714285714285
130220705000013,54,57,51.35135135135135
130220705000014,6,10,62.5
130220705000015,17,0,0
130220705000018,51,5,8.928571428571429
130220705000019,8,1,11.11111111111111
130220705000020,0,0,NaN
130220705000021,0,0,NaN
130220705000023,8,0,0
130220705000025,43,11,20.37037037037037
130220705000029,0,0,NaN
130220705000030,15,2,11.76470588235294
130220705000031,0,0,NaN
130220705000033,88,194,68.79432624113475
130220705000034,96,156,61.904761904761905
130220705000035,53,10,15.873015873015872
130220705000037,17,10,37.03703703703704
130220705000038,10,7,41.17647058823529
130220705000040,10,5,33.33333333333333
130220705000041,11,1,8.333333333333332
130220705000042,11,6,35.294117647058826
130220705000043,18,5,21.73913043478261
130220705000044,31,3,8.823529411764707
130220705000045,12,3,20
130230605000001,142,51,26.42487046632124
130230605000002,53,44,45.36082474226804
130230605000003,75,57,43.18181818181818
130230605000004,175,51,22.566371681415927
130230605000005,128,59,31.550802139037433
130230605000006,93,58,38.41059602649007
130230605000007,48,20,29.411764705882355
130230605000008,127,61,32.4468085106383
130230605000009,71,27,27.55102040816326
130230605000010,18,0,0
130230605000011,92,21,18.58407079646018
130230605000012,16,1,5.88235294117647
130230605000013,123,18,12.76595744680851
130230605000015,11,1,8.333333333333332
130230605000016,37,10,21.27659574468085
130230605000017,76,7,8.433734939759036
130230605000018,98,4,3.9215686274509802
130230605000021,91,48,34.53237410071942
130230605000022,92,14,13.20754716981132
130230605000023,75,3,3.8461538461538463
130230605000024,0,0,NaN
130230605000025,36,0,0
130230605000027,0,0,NaN
130230605000028,9,1,10
130230605000031,54,3,5.263157894736842
130230605000032,68,44,39.285714285714285
130230605000033,114,48,29.629629629629626
130230605000034,88,37,29.599999999999998
130230605000035,120,74,38.144329896907216
130230605000036,14,0,0
130230605000037,19,4,17.391304347826086
130230605000038,48,1,2.0408163265306123
130230605000039,17,1,5.555555555555555
130230605000040,41,5,10.869565217391305
130230605000041,21,2,8.695652173913043
130230605000042,20,1,4.761904761904762
130230605000043,31,2,6.0606060606060606
130230605000044,7,0,0
130230605000045,5,0,0
130230605000046,0,0,NaN
130230605000047,25,0,0
130240505000001,82,66,44.5945945945946
130240505000002,72,92,56.09756097560976
130240505000003,176,81,31.517509727626457
130240505000004,115,108,48.4304932735426
130240505000005,79,45,36.29032258064516
130240505000006,45,66,59.45945945945946
130240505000007,206,82,28.47222222222222
130240505000008,106,111,51.1520737327189
130240505000009,321,118,26.879271070615037
130240505000010,94,127,57.466063348416284
130240505000011,88,163,64.9402390438247
130240505000012,126,128,50.39370078740157
130240505000013,79,60,43.16546762589928
130240505000014,169,138,44.951140065146575
130240505000015,139,48,25.668449197860966
130240505000016,159,81,33.75
130240505000017,199,22,9.95475113122172
130240505000018,35,2,5.405405405405405
130240505000019,97,5,4.901960784313726
130240505000020,106,15,12.396694214876034
130240505000021,82,4,4.651162790697675
130240505000022,49,4,7.547169811320755
130240505000023,56,2,3.4482758620689653
130240505000024,25,3,10.714285714285714
130240505000025,49,4,7.547169811320755
130240505000026,24,0,0
130240505000027,14,2,12.5
130240505000028,7,0,0
130240505000029,6,0,0
130240505000030,18,4,18.181818181818183
130240505000032,7,0,0
130240505000033,38,3,7.317073170731707
130240505000034,53,2,3.6363636363636362
130240505000035,71,3,4.054054054054054
130240505000036,23,0,0
130240505000037,17,2,10.526315789473683
130240505000038,44,2,4.3478260869565215
130240505000039,11,1,8.333333333333332
130240505000040,26,2,7.142857142857142
130240505000041,291,41,12.349397590361445
130240505000042,5,0,0
130240505000043,30,2,6.25
130240505000044,10,1,9.090909090909092
130240505000045,21,1,4.545454545454546
130240505000046,5,1,16.666666666666664
130240505000047,57,2,3.389830508474576
130240505000048,52,2,3.7037037037037033
130240505000049,143,5,3.3783783783783785
130240505000051,6,0,0
130240505000052,0,0,NaN
130240505000053,10,2,16.666666666666664
130240505000055,176,21,10.65989847715736
130240505000058,3,2,40
130240505000059,6,0,0
130240505000060,5,0,0
130240505000061,180,29,13.875598086124402
130240505000062,0,0,NaN
130240505000063,10,0,0
130240505000064,75,15,16.666666666666664
130240505000066,152,34,18.27956989247312
130240505000067,38,33,46.478873239436616
130240505000068,24,17,41.46341463414634
130240505000069,30,21,41.17647058823529
130240505000070,30,11,26.82926829268293
130240505000071,66,43,39.44954128440367
130240505000072,120,72,37.5
130240505000073,77,127,62.254901960784316
130240505000074,29,17,36.95652173913043
130240505000075,144,54,27.27272727272727
130240505000076,7,10,58.82352941176471
130240505000077,23,12,34.285714285714285
130240505000078,51,17,25
130240505000079,18,1,5.263157894736842
130240505000080,13,5,27.77777777777778
130240505000081,44,15,25.423728813559322
130240505000082,64,13,16.883116883116884
130240505000083,36,7,16.27906976744186
130240505000084,113,96,45.933014354066984
130240505000085,84,71,45.806451612903224
130240505000086,8,1,11.11111111111111
130240505000087,35,12,25.53191489361702
130240505000088,12,1,7.6923076923076925
130240505000089,5,0,0
130240505000090,5,1,16.666666666666664
130240505000091,26,1,3.7037037037037033
130240505000092,30,2,6.25
130240505000093,9,0,0
130240505000094,31,3,8.823529411764707
130240505000095,20,4,16.666666666666664
130240505000096,0,0,NaN
130240505000097,10,1,9.090909090909092
130240505000098,6,0,0
130240505000099,9,0,0
130240505000100,7,2,22.22222222222222
130240505000101,33,0,0
130240505000102,7,0,0
130240505000106,13,3,18.75
130240505000107,11,1,8.333333333333332
130240505000108,12,1,7.6923076923076925
130240505000109,21,0,0
130240505000110,0,0,NaN
130240505000111,13,1,7.142857142857142
130250405000001,83,156,65.27196652719665
130250405000002,167,97,36.74242424242424
130250405000003,73,97,57.05882352941176
130250405000004,65,57,46.72131147540984
130250405000005,111,47,29.746835443037973
130250405000006,156,92,37.096774193548384
130250405000007,137,89,39.38053097345133
130250405000008,69,97,58.43373493975904
130250405000009,129,95,42.410714285714285
130250405000010,157,123,43.92857142857143
130250405000011,101,68,40.23668639053255
130250405000012,178,124,41.05960264900662
130250405000013,100,102,50.495049504950494
130250405000014,143,69,32.54716981132076
130250405000015,181,144,44.30769230769231
130250405000016,112,48,30
130250405000017,182,173,48.732394366197184
130250405000018,127,105,45.258620689655174
130250405000019,165,115,41.07142857142857
130250405000020,137,146,51.590106007067135
130250405000021,163,123,43.00699300699301
130250405000022,160,83,34.15637860082305
130250405000023,155,125,44.642857142857146
130250405000024,122,102,45.535714285714285
130250405000025,156,152,49.35064935064935
130250405000026,155,128,45.22968197879859
130250405000027,129,60,31.746031746031743
130250405000028,148,82,35.65217391304348
130250405000029,118,120,50.42016806722689
130250405000030,185,61,24.796747967479675
130250405000031,135,74,35.406698564593306
130250405000032,114,119,51.072961373390555
130250405000033,195,110,36.0655737704918
130250405000034,171,178,51.00286532951289
130250405000035,160,107,40.074906367041194
130250405000036,82,66,44.5945945945946
130250405000037,124,157,55.871886120996436
130250405000038,172,164,48.80952380952381
130250405000039,127,98,43.55555555555555
130250405000040,166,85,33.86454183266932
130250405000041,174,99,36.26373626373626
130250405000042,113,36,24.161073825503358
130250405000043,142,15,9.554140127388536
130250405000044,182,51,21.888412017167383
130250405000045,169,12,6.629834254143646
130250405000046,30,2,6.25
130250405000047,133,52,28.10810810810811
130250405000048,54,25,31.645569620253166
130250405000049,32,17,34.69387755102041
130250405000051,17,1,5.555555555555555
130250405000052,129,30,18.867924528301888
130250405000053,147,71,32.56880733944954
130250405000054,60,27,31.03448275862069
130250405000055,108,23,17.557251908396946
130250405000056,112,35,23.809523809523807
130250405000057,112,5,4.273504273504273
130250405000058,75,7,8.536585365853659
130250405000059,101,12,10.619469026548673
130250405000060,137,21,13.291139240506327
130250405000061,65,47,41.964285714285715
130250405000062,54,32,37.2093023255814
130250405000064,68,10,12.82051282051282
130250405000065,168,33,16.417910447761194
130250405000066,144,15,9.433962264150944
130250405000067,118,20,14.492753623188406
130250405000069,119,11,8.461538461538462
130250405000070,36,6,14.285714285714285
130250405000071,186,20,9.70873786407767
130250405000072,90,5,5.263157894736842
130250405000073,107,13,10.833333333333334
130250405000074,153,16,9.467455621301776
130250405000076,0,0,NaN
130250405000077,150,15,9.090909090909092
130250405000078,22,4,15.384615384615385
130250405000079,0,0,NaN
130250405000080,158,47,22.926829268292686
130250405000081,62,20,24.390243902439025
130250405000082,122,25,17.006802721088434
130250405000083,19,5,20.833333333333336
130250405000084,97,82,45.81005586592179
130250405000085,188,93,33.096085409252666
130250405000086,61,111,64.53488372093024
130250405000087,98,46,31.944444444444443
130250405000088,75,127,62.87128712871287
130250405000089,136,74,35.23809523809524
130250405000090,98,59,37.57961783439491
130250405000091,181,133,42.35668789808918
130250405000092,98,83,45.85635359116022
130250405000093,118,77,39.48717948717949
130250405000094,133,64,32.48730964467005
130250405000095,137,115,45.63492063492063
130250405000096,122,61,33.33333333333333
130250405000097,102,46,31.08108108108108
130250405000098,67,26,27.956989247311824
130250405000099,57,16,21.91780821917808
130250405000100,86,10,10.416666666666668
130250405000101,44,17,27.86885245901639
130250405000102,41,11,21.153846153846153
130250405000104,98,26,20.967741935483872
130250405000105,74,55,42.63565891472868
130250405000106,54,3,5.263157894736842
130250405000107,54,11,16.923076923076923
130250405000108,37,41,52.56410256410257
130255305000001,138,89,39.20704845814978
130255305000002,125,93,42.6605504587156
130255305000003,161,61,27.47747747747748
130255305000004,180,82,31.297709923664126
130255305000005,204,110,35.03184713375796
130255305000006,96,102,51.515151515151516
130255305000007,176,31,14.975845410628018
130255305000008,107,13,10.833333333333334
130255305000009,136,42,23.595505617977526
130255305000010,273,30,9.900990099009901
130255305000011,192,17,8.133971291866029
130255305000012,42,32,43.24324324324324
130255305000013,100,35,25.925925925925924
130255305000014,108,23,17.557251908396946
130255305000015,111,81,42.1875
130255305000016,244,23,8.614232209737828
130255305000017,57,22,27.848101265822784
130255305000018,171,14,7.567567567567568
130255305000019,132,7,5.0359712230215825
130255305000020,142,30,17.441860465116278
130255305000021,48,22,31.428571428571427
130255305000022,33,3,8.333333333333332
130255305000023,48,9,15.789473684210526
130255305000024,22,2,8.333333333333332
130255305000025,51,7,12.068965517241379
130255305000026,52,28,35
130255305000027,125,3,2.34375
130255305000028,22,2,8.333333333333332
130255305000029,43,26,37.68115942028986
130255305000030,116,14,10.76923076923077
130255305000031,31,39,55.714285714285715
130255305000032,173,119,40.75342465753425
130260305000001,34,2,5.555555555555555
130260305000002,69,38,35.51401869158878
130260305000003,0,0,NaN
130260305000004,114,66,36.666666666666664
130260305000005,97,63,39.375
130260305000006,36,9,20
130260305000007,80,30,27.27272727272727
130260305000008,94,39,29.32330827067669
130260305000010,41,20,32.78688524590164
130260305000011,53,43,44.79166666666667
130260305000012,65,12,15.584415584415584
130260305000013,41,12,22.641509433962266
130260305000014,89,24,21.238938053097346
130260305000015,120,20,14.285714285714285
130260305000016,39,7,15.217391304347828
130260305000018,9,1,10
130260305000019,92,19,17.117117117117118
130260305000020,23,9,28.125
130260305000021,0,0,NaN
130260305000022,43,10,18.867924528301888
130260305000023,41,51,55.434782608695656
130260305000024,43,45,51.13636363636363
130260305000025,28,14,33.33333333333333
130260305000026,69,37,34.90566037735849
130260305000027,64,68,51.515151515151516
130260305000028,66,100,60.24096385542169
130260305000029,68,6,8.108108108108109
130260305000030,38,9,19.148936170212767
130260305000031,60,26,30.23255813953488
130260305000032,39,62,61.386138613861384
130260305000033,25,17,40.476190476190474
130260305000034,127,42,24.85207100591716
130260305000035,72,24,25
130260305000036,38,5,11.627906976744185
130260305000037,88,60,40.54054054054054
130260305000038,108,81,42.857142857142854
130260305000039,52,14,21.21212121212121
130260305000040,34,9,20.930232558139537
130260305000041,131,63,32.47422680412371
130260305000042,53,53,50
130260305000043,114,121,51.48936170212765
130260305000044,135,108,44.44444444444444
130260305000045,100,113,53.051643192488264
130260305000046,145,128,46.88644688644688
130260305000047,100,183,64.66431095406361
130260305000048,108,55,33.74233128834356
130260305000049,112,67,37.43016759776536
130260305000050,40,57,58.76288659793815
130260305000051,9,7,43.75
130260305000053,8,3,27.27272727272727
130260305000054,16,11,40.74074074074074
130260305000055,43,63,59.43396226415094
130260305000056,116,26,18.30985915492958
130260305000057,79,40,33.61344537815126
130260305000058,65,19,22.61904761904762
130260305000059,19,4,17.391304347826086
130260305000060,74,34,31.48148148148148
130260305000061,77,28,26.666666666666668
130260305000062,47,25,34.72222222222222
130260305000063,50,9,15.254237288135593
130260305060001,47,34,41.9753086419753
130260305060002,86,88,50.57471264367817
130260305060003,115,51,30.72289156626506
130260305060004,128,76,37.254901960784316
130260305060005,27,25,48.07692307692308
130260305060006,53,26,32.91139240506329
130260305060007,23,17,42.5
130260305060008,51,42,45.16129032258064
130260305060009,111,49,30.625000000000004
130260305060010,146,123,45.72490706319702
130260305060011,108,121,52.838427947598255
130260305060012,113,95,45.67307692307692
130260305060013,94,76,44.70588235294118
130260305060014,52,71,57.72357723577236
130260305060015,40,33,45.20547945205479
130260305060016,132,152,53.52112676056338
130260305060017,81,77,48.734177215189874
130260305060019,84,80,48.78048780487805
130260305060020,76,81,51.59235668789809
130260305060021,45,45,50
130260305060022,0,0,NaN
130260305060023,114,106,48.18181818181818
130260305060024,114,136,54.400000000000006
130260305060025,156,169,52
130260305060026,76,92,54.761904761904766
130260305060027,80,61,43.262411347517734
130260305060028,66,67,50.37593984962406
130260305060029,71,47,39.83050847457627
130260305060030,21,16,43.24324324324324
130260305060031,125,65,34.21052631578947
130260305060032,51,41,44.565217391304344
130260305060033,115,110,48.888888888888886
130260305060034,135,114,45.78313253012048
130260305060035,78,82,51.24999999999999
130260305060036,152,160,51.28205128205128
130260305060037,73,105,58.98876404494382
130260305060038,58,108,65.06024096385542
130260305060039,82,89,52.046783625730995
130260305060040,70,78,52.702702702702695
130260305060041,79,108,57.75401069518716
130260305060042,53,43,44.79166666666667
130260305060043,31,29,48.333333333333336
130260305060044,130,133,50.57034220532319
130260305060045,102,82,44.565217391304344
130260305060046,77,51,39.84375
130260305060047,24,51,68
130260305060048,105,108,50.70422535211267
130260305060049,89,75,45.73170731707317
130260305060050,0,0,NaN
130260305060051,66,100,60.24096385542169
130260305060052,111,97,46.63461538461539
130260305060053,139,139,50
130260305060054,95,72,43.11377245508982
130260305060055,107,115,51.80180180180181
130260305060056,118,89,42.99516908212561
130260305060057,62,85,57.82312925170068
130260305060058,274,181,39.78021978021978
130260305060059,54,80,59.70149253731343
130260305060060,66,30,31.25
130260305060061,121,133,52.362204724409445
130260305060062,53,76,58.91472868217055
130260305060063,121,69,36.31578947368421
130260305060064,80,44,35.483870967741936
130260305060065,123,81,39.705882352941174
130260305060066,81,111,57.8125
130260305060067,103,83,44.623655913978496
130260305060068,95,87,47.8021978021978
130260305060069,74,57,43.51145038167939
130260305060070,68,45,39.823008849557525
130260305060071,8,6,42.857142857142854
130260305060072,11,13,54.166666666666664
130260305060073,126,79,38.53658536585366
130260305060074,46,34,42.5
130260305060075,276,291,51.32275132275132
130260305060076,0,0,NaN
130260305060077,0,0,NaN
130260305060078,93,121,56.54205607476636
130260305060079,120,136,53.125
130260305060080,142,122,46.21212121212121
130260305060081,131,128,49.42084942084942
130260305060082,99,120,54.794520547945204
130260305060083,106,74,41.11111111111111
130260305060084,106,50,32.05128205128205
130260305060085,78,77,49.67741935483871
130260305060086,104,186,64.13793103448275
130260305060087,144,150,51.02040816326531
130260305060088,33,46,58.22784810126582
130260305060089,53,55,50.92592592592593
130260305060090,60,46,43.39622641509434
130260305060091,76,74,49.333333333333336
130260305060092,152,158,50.967741935483865
130260305060093,134,137,50.55350553505535
130260305060094,99,84,45.90163934426229
130260305060095,103,94,47.71573604060914
130260305060096,156,127,44.87632508833922
130260305060097,37,41,52.56410256410257
130260305060098,68,67,49.629629629629626
130260305060099,91,79,46.470588235294116
130260305060100,42,56,57.14285714285714
130260305060101,167,94,36.015325670498086
130260305060102,84,73,46.496815286624205
130260305060103,105,108,50.70422535211267
130260305060104,62,61,49.59349593495935
130260305060105,109,58,34.73053892215569
130260305060106,83,93,52.84090909090909
130260305060107,80,57,41.605839416058394
130260305060108,144,115,44.4015444015444
130260305060109,23,31,57.407407407407405
130260305060110,54,58,51.78571428571429
130260305060111,99,158,61.478599221789885
130260305060112,43,39,47.5609756097561
130260305060113,67,67,50
130260305060114,51,45,46.875
130260305060115,75,70,48.275862068965516
130260305060116,111,147,56.97674418604651
130260305060117,50,44,46.808510638297875
130260305060118,60,61,50.413223140495866
130260305060119,74,84,53.16455696202531
130260305060120,52,49,48.51485148514851
130260305060121,92,70,43.20987654320987
130260305060122,49,37,43.02325581395349
130260305060123,93,80,46.24277456647399
130260305060124,105,86,45.0261780104712
130260305060125,94,118,55.660377358490564
130260305060126,71,67,48.55072463768116
130260305060127,42,36,46.15384615384615
130260305060128,11,33,75
130260305070001,93,111,54.41176470588235
130260305070002,160,114,41.605839416058394
130260305070003,152,154,50.326797385620914
130260305070004,150,128,46.043165467625904
130260305070005,97,72,42.60355029585799
130260305070006,82,121,59.60591133004927
130260305070007,110,80,42.10526315789473
130260305070008,108,84,43.75
130260305070009,141,101,41.735537190082646
130260305070010,169,81,32.4
130260305070011,102,46,31.08108108108108
130260305070012,81,127,61.057692307692314
130260305070013,127,99,43.80530973451327
130260305070014,63,130,67.35751295336787
130260305070015,113,159,58.45588235294118
130260305070016,170,80,32
130260305070017,98,60,37.9746835443038
130260305070018,109,109,50
130260305070019,142,10,6.578947368421052
130260305070020,210,59,21.933085501858738
130260305070021,58,135,69.94818652849742
130260305070022,111,96,46.3768115942029
130260305070023,125,68,35.233160621761655
130260305070024,151,89,37.083333333333336
130260305070025,169,196,53.6986301369863
130260305070026,94,75,44.37869822485207
130260305070027,92,141,60.51502145922747
130260305070028,107,175,62.056737588652474
130260305070029,88,68,43.58974358974359
130260305070030,26,71,73.19587628865979
130260305070031,116,116,50
130260305070032,132,84,38.88888888888889
130260305070033,123,89,41.9811320754717
130260305070034,96,93,49.2063492063492
130260305070035,121,133,52.362204724409445
130260305070036,43,26,37.68115942028986
130260305070037,85,36,29.75206611570248
130260305070038,107,70,39.548022598870055
130260305070039,120,107,47.136563876651984
130260305070040,85,85,50
130260305070041,152,127,45.51971326164875
130260305070042,180,86,32.33082706766917
130260305070043,92,78,45.88235294117647
130260305070044,113,133,54.0650406504065
130260305070045,171,67,28.15126050420168
130260305070046,81,90,52.63157894736842
130260305070047,91,93,50.54347826086957
130260305070048,97,86,46.994535519125684
130260305070049,66,59,47.199999999999996
130260305070050,141,96,40.50632911392405
130260305070051,57,89,60.95890410958904
130260305070052,113,67,37.22222222222222
130260305070053,11,26,70.27027027027027
130260305070054,129,70,35.175879396984925
130260305070055,91,70,43.47826086956522
130260305070056,161,139,46.33333333333333
130260305070057,52,85,62.04379562043796
130260305070058,85,91,51.70454545454546
130260305070059,118,87,42.4390243902439
130260305070060,125,88,41.31455399061033
130260305070061,75,135,64.28571428571429
130260305070062,113,132,53.87755102040816
130260305070063,115,67,36.81318681318682
130260305070064,119,87,42.23300970873786
130260305070065,108,148,57.8125
130260305070066,182,79,30.268199233716476
130260305070067,101,62,38.036809815950924
130260305070068,146,69,32.093023255813954
130260305070069,86,137,61.43497757847533
130260305070070,141,123,46.590909090909086
130260305070071,92,65,41.40127388535032
130260305070072,134,122,47.65625
130260305070073,69,28,28.865979381443296
130260305070074,82,47,36.434108527131784
130260305070075,93,22,19.130434782608695
130260305070076,132,108,45
130260305070077,129,35,21.341463414634145
130260305070078,113,70,38.25136612021858
130260305070079,97,75,43.604651162790695
130260305070081,113,82,42.05128205128205
130260305070082,88,85,49.13294797687861
130260305070083,69,71,50.71428571428571
130260305070084,82,63,43.44827586206896
130260305070085,79,113,58.854166666666664
130260305070086,84,74,46.835443037974684
130260305070087,102,90,46.875
130260305070088,131,152,53.71024734982333
130260305070089,91,90,49.72375690607735
130260305070090,85,168,66.40316205533597
130260305070091,114,90,44.11764705882353
130260305070092,67,143,68.0952380952381
130260305070093,100,60,37.5
130260305070094,91,193,67.95774647887323
130260305070095,52,110,67.90123456790124
130260305070096,157,191,54.88505747126437
130260305070097,122,98,44.54545454545455
130260305070098,82,65,44.21768707482993
130260305070099,184,63,25.506072874493928
130260305070100,129,90,41.0958904109589
130260305070101,202,176,46.56084656084656
130260305070102,101,121,54.5045045045045
130260305070103,68,142,67.61904761904762
130260305070104,121,90,42.65402843601896
130260305070105,123,119,49.17355371900827
130260305070106,123,156,55.91397849462365
130260305070107,75,99,56.896551724137936
130260305070108,121,83,40.68627450980392
130260305070109,94,66,41.25
130260305070110,126,125,49.800796812749006
130260305070111,90,92,50.54945054945055
130260305070112,106,46,30.263157894736842
130260305070113,119,114,48.927038626609445
130260305070114,92,90,49.45054945054945
130260305070115,127,103,44.78260869565218
130260305070116,61,137,69.1919191919192
130260305070117,55,109,66.46341463414635
130260305070118,103,86,45.5026455026455
130260305070119,97,77,44.252873563218394
130260305070120,90,81,47.368421052631575
130260305070121,79,49,38.28125
130260305070122,95,145,60.416666666666664
130260305070123,228,82,26.451612903225808
130260305070124,128,112,46.666666666666664
130260305070125,148,135,47.70318021201413
130260305070126,284,125,30.56234718826406
130260305070127,126,80,38.83495145631068
130260305070128,157,75,32.327586206896555
130260305070129,90,108,54.54545454545454
130260305070130,115,151,56.766917293233085
130260305070131,78,116,59.79381443298969
130260305070132,52,76,59.375
130260305070133,30,26,46.42857142857143
130260305070134,45,27,37.5
130260305070135,124,169,57.67918088737202
130260305070136,80,51,38.93129770992366
130260305070137,87,145,62.5
130260305070138,172,155,47.40061162079511
130260305070139,66,125,65.44502617801047
130260305070140,115,158,57.87545787545788
130260305070141,76,41,35.04273504273504
130260305070142,135,120,47.05882352941176
130260305070143,102,101,49.75369458128079
130260305070144,97,124,56.10859728506787
130260305070145,147,136,48.0565371024735
130260305070146,58,50,46.2962962962963
130260305070147,139,143,50.70921985815603
130260305070148,52,76,59.375
130260305070149,161,169,51.21212121212121
130260305070150,96,42,30.434782608695656
130260305070151,59,117,66.47727272727273
130260305070152,148,79,34.801762114537446
130260305070153,143,91,38.88888888888889
130260305070154,99,38,27.73722627737226
130260305070155,134,45,25.139664804469277
130260305070156,85,68,44.44444444444444
130260305070157,78,37,32.17391304347826
130260305070158,140,70,33.33333333333333
130260305070159,63,142,69.26829268292683
130260305070160,76,65,46.09929078014184
130260305070161,100,85,45.94594594594595
130260305070162,111,73,39.67391304347826
130260305070163,138,78,36.11111111111111
130260305070164,129,60,31.746031746031743
130260305070165,139,69,33.17307692307692
130260305070166,100,50,33.33333333333333
130260305070167,85,104,55.026455026455025
130260305070168,124,60,32.608695652173914
130260305070169,110,160,59.25925925925925
130260305070170,185,79,29.924242424242426
130260305070171,99,73,42.44186046511628
130260305070172,100,113,53.051643192488264
130260305070173,113,94,45.410628019323674
130260305070174,180,152,45.78313253012048
130260305070175,150,97,39.27125506072874
130260305070176,141,122,46.38783269961977
130260305070177,38,36,48.64864864864865
130260305070178,61,58,48.739495798319325
130260305070179,129,95,42.410714285714285
130260305070180,101,66,39.52095808383233
130260305070181,198,130,39.63414634146341
130260305070182,75,91,54.81927710843374
130260305070183,43,100,69.93006993006993
130260305070184,110,68,38.20224719101123
130260305070185,85,75,46.875
130260305070186,142,84,37.16814159292036
130260305070187,121,47,27.976190476190478
130260305070188,45,53,54.08163265306123
130260305070189,101,60,37.267080745341616
130260305070190,83,23,21.69811320754717
130260305070191,20,22,52.38095238095239
130260305070192,22,37,62.71186440677966
130260305070193,80,62,43.66197183098591
